"animal_id","year_cap","year_birth","age","weight","bcs","group"
"90-2012-0-322",2018,2012,6.5,171,159,"ey"
"90-2013-0-273",2021,2013,8.5,236,159.25,"ey"
"90-2014-0-467",2019,2014,5.5,204,159.125,"ey"
"90-2014-0-463",2020,2014,6.5,212,159.375,"ey"
"90-2008-0-052",2014,2008,6.5,220,160,"ey"
"90-2010-0-107",2017,2010,7.5,180,159.875,"ey"
"90-2010-0-114",2015,2010,5.5,202,160,"ey"
"90-2011-0-356",2017,2011,6.5,191,160,"ey"
"90-2011-0-359",2016,2011,5.5,180,160,"ey"
"90-2011-0-359",2017,2011,6.5,179,159.75,"ey"
"90-2012-0-322",2021,2012,9.5,173,159.75,"ey"
"90-2014-0-458",2021,2014,7.5,234,159.875,"ey"
"90-2013-0-280",2021,2013,8.5,229,160.125,"ey"
"90-2015-0-568",2021,2015,6.5,201,160.75,"ey"
"90-2016-0-666",2021,2016,5.5,198,160.625,"ey"
"90-2011-0-356",2016,2011,5.5,204,161.125,"ey"
"90-2012-0-346",2017,2012,5.5,192,161.125,"ey"
"90-2009-0-068",2016,2009,7.5,178,161.5,"ey"
"90-2014-0-457",2018,2014,4.5,197,161.5,"ey"
"90-2008-0-033",2018,2008,10.5,NA,161.875,"ey"
"90-2008-0-052",2016,2008,8.5,190,162,"ey"
"90-2009-0-056",2019,2009,10.5,182,162,"ey"
"90-2009-0-063",2017,2009,8.5,187,162,"ey"
"90-2013-0-280",2018,2013,5.5,239,161.75,"ey"
"90-2014-0-466",2019,2014,5.5,188,161.75,"ey"
"90-2014-0-467",2020,2014,6.5,206,161.875,"ey"
"90-2009-0-064",2014,2009,5.5,224,162.375,"ey"
"90-2016-0-662",2021,2016,5.5,192,162.25,"ey"
"90-2015-0-580",2020,2015,5.5,179,162.25,"ey"
"90-2010-0-101",2020,2010,10.5,183,162.625,"ey"
"90-2011-0-368",2015,2011,4.5,172,162.875,"ey"
"90-2017-0-786",2021,2017,4.5,186,163,"ey"
"90-2009-0-056",2016,2009,7.5,193,163.375,"ey"
"90-2015-0-580",2021,2015,6.5,194,163.375,"ey"
"90-2007-0-049",2017,2007,10.5,185,163.875,"ey"
"90-2014-0-464",2018,2014,4.5,221,163.625,"ey"
"90-2009-0-062",2012,2009,3.5,186,164,"ey"
"90-2011-0-360",2018,2011,7.5,178,164.25,"ey"
"90-2011-0-360",2019,2011,8.5,190,164,"ey"
"90-2013-0-283",2019,2013,6.5,244,164.125,"ey"
"90-2009-0-060",2013,2009,4.5,214,164.625,"ey"
"90-2008-0-034",2014,2008,6.5,238,165.125,"ey"
"90-2010-0-114",2016,2010,6.5,210,165,"ey"
"90-2013-0-273",2020,2013,7.5,235,165,"ey"
"90-2012-0-328",2021,2012,9.5,197,165.375,"ey"
"90-2012-0-322",2020,2012,8.5,175,165.5,"ey"
"90-2009-0-060",2018,2009,9.5,215,165.75,"ey"
"90-2007-0-045",2014,2007,7.5,212,166,"ey"
"90-2008-0-033",2017,2008,9.5,180,166.25,"ey"
"90-2013-0-284",2021,2013,8.5,226,166,"ey"
"90-2014-0-462",2018,2014,4.5,215,166.125,"ey"
"90-2007-0-036",2016,2007,9.5,219,166.875,"ey"
"90-2012-0-328",2020,2012,8.5,211,167,"ey"
"90-2007-0-045",2011,2007,4.5,202,167.5,"ey"
"90-2013-0-276",2017,2013,4.5,190,167.5,"ey"
"90-2014-0-466",2020,2014,6.5,175,167.25,"ey"
"90-2008-0-034",2015,2008,7.5,219,168.375,"ey"
"90-2012-0-319",2016,2012,4.5,180,169.25,"ey"
"90-2008-0-033",2014,2008,6.5,210,169.875,"ey"
"90-2014-0-464",2020,2014,6.5,237,169.5,"ey"
"90-2008-0-033",2016,2008,8.5,184,170,"ey"
"90-2008-0-052",2015,2008,7.5,192,170,"ey"
"90-2011-0-368",2016,2011,5.5,186,170,"ey"
"90-2009-0-060",2014,2009,5.5,218,170.375,"ey"
"90-2010-0-111",2015,2010,5.5,215,170.5,"ey"
"90-2007-0-036",2013,2007,6.5,246,171,"ey"
"90-2009-0-056",2015,2009,6.5,196,170.875,"ey"
"90-2011-0-360",2016,2011,5.5,181,171.125,"ey"
"90-2011-0-368",2017,2011,6.5,170,171.25,"ey"
"90-2009-0-062",2013,2009,4.5,215,171.75,"ey"
"90-2010-0-108",2018,2010,8.5,232,171.75,"ey"
"90-2009-0-060",2020,2009,11.5,222,172.125,"ey"
"90-2007-0-045",2013,2007,6.5,219,172.625,"ey"
"90-2010-0-111",2016,2010,6.5,197,172.5,"ey"
"90-2007-0-049",2013,2007,6.5,223,173.125,"ey"
"90-2012-0-319",2017,2012,5.5,183,173.375,"ey"
"90-2017-0-781",2021,2017,4.5,187,173.125,"ey"
"90-2008-0-033",2015,2008,7.5,190,173.875,"ey"
"90-2009-0-069",2014,2009,5.5,193,173.875,"ey"
"90-2014-0-464",2021,2014,7.5,231,174.5,"ey"
"90-2010-0-108",2020,2010,10.5,203,174.375,"ey"
"90-2007-0-045",2012,2007,5.5,213,174.875,"ey"
"90-2009-0-060",2019,2009,10.5,209,175.125,"ey"
"90-2010-0-110",2013,2010,3.5,205,175.5,"ey"
"90-2010-0-113",2014,2010,4.5,210,175.625,"ey"
"90-2009-0-060",2017,2009,8.5,207,176.375,"ey"
"90-2007-0-036",2014,2007,7.5,238,177.125,"ey"
"90-2012-0-319",2018,2012,6.5,190,177.625,"ey"
"90-2009-0-066",2016,2009,7.5,227,177.875,"ey"
"90-2007-0-036",2012,2007,5.5,246,179.375,"ey"
"90-2014-0-462",2019,2014,5.5,228,180.25,"ey"
"90-2009-0-069",2015,2009,6.5,182,181.375,"ey"
"90-2007-0-029",2011,2007,4.5,216,182.375,"ey"
"90-2010-0-111",2017,2010,7.5,183,182.375,"ey"
"90-2012-0-319",2021,2012,9.5,200,182.25,"ey"
"90-2009-0-066",2015,2009,6.5,227,182.75,"ey"
"90-2010-0-113",2015,2010,5.5,213,182.75,"ey"
"90-2014-0-462",2021,2014,7.5,225,182.625,"ey"
"90-2007-0-029",2013,2007,6.5,232,183.25,"ey"
"90-2007-0-036",2015,2007,8.5,230,183.125,"ey"
"90-2012-0-346",2021,2012,9.5,215,182.875,"ey"
"90-2011-0-368",2021,2011,10.5,172,183.375,"ey"
"90-2009-0-069",2019,2009,10.5,212,185.125,"ey"
"90-2010-0-108",2017,2010,7.5,208,186,"ey"
"90-2010-0-113",2020,2010,10.5,223,185.75,"ey"
"90-2007-0-029",2014,2007,7.5,254,187.875,"ey"
"90-2011-0-368",2018,2011,7.5,220,187.625,"ey"
"90-2009-0-060",2016,2009,7.5,216,188.25,"ey"
"90-2009-0-069",2016,2009,7.5,186,189.375,"ey"
"90-2014-0-462",2020,2014,6.5,219,189.25,"ey"
"90-2007-0-029",2012,2007,5.5,241,189.75,"ey"
"90-2011-0-368",2020,2011,9.5,186,189.625,"ey"
"90-2014-0-457",2020,2014,6.5,215,192,"ey"
"90-2010-0-108",2014,2010,4.5,218,193.5,"ey"
"90-2010-0-110",2014,2010,4.5,229,193.875,"ey"
"90-2010-0-113",2017,2010,7.5,216,193.625,"ey"
"90-2009-0-069",2020,2009,11.5,195,194.75,"ey"
"90-2009-0-069",2017,2009,8.5,167,196,"ey"
"90-2009-0-060",2015,2009,6.5,211,196.625,"ey"
"90-2010-0-113",2018,2010,8.5,197,200.375,"ey"
"90-2010-0-108",2016,2010,6.5,216,203.25,"ey"
"90-2010-0-110",2015,2010,5.5,227,205.625,"ey"
"90-2012-0-346",2019,2012,7.5,227,207.375,"ey"
"90-2010-0-110",2016,2010,6.5,226,207.875,"ey"
"90-2010-0-110",2017,2010,7.5,202,208.125,"ey"
"90-2010-0-113",2019,2010,9.5,222,208.625,"ey"
"90-2009-0-062",2016,2009,7.5,240,209.375,"ey"
"90-2010-0-113",2016,2010,6.5,226,215.875,"ey"
"90-2009-0-062",2015,2009,6.5,224,216.75,"ey"
"90-2009-0-062",2017,2009,8.5,208,227.125,"ey"
"90-2010-0-108",2015,2010,5.5,211,227.5,"ey"
